Cluster ID,confidence_score,Id,Site Name,Description,Address,City,State,ZIP,Phone Number,URL,Ages Served,Ages 0-3,Ages 3-5,Weekday Availability,Duration/Hours,Program Information,Languages other than English,Other Features,Accreditation,Quality,Quality Rating,Latitude,Longitude,Location,Historical Wards 2003-2015,Zip Codes,Community Areas,Census Tracts,Wards
12,1.0,577,Brighton Park Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3825 S Washtenaw Ave,Chicago,IL,60632,(773) 535-7237,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610317,3 years to 5 years,FALSE,TRUE,"Full Week, Half Day",,CPS Based,,,None,gold,Gold,41.823533,-87.691823,"{'latitude': '41.823533', 'longitude': '-87.691823'}",29,22248,55,638,1
43,1.0,230,Building Blocks Learning Academy,"<p>At Building Blocks Learning Academy, it is our privilege to accompany children as they embark on a path of growth and exploration.  Through play and language, a loving staff, and friendships, children who come to Building Blocks, build a strong foundation for a lifetime of learning.  
Our mission is to provide high quality child care for children six weeks through 12 years of age.  It is our principal goal to develop the whole child, regardless of race, creed, color, religious persuasion, economic or social/physical disabilities.  We encourage interactive developmental choices and provide age appropriate curriculum in which children are active participants. It is the Academy's commitment to its students to assist them in graduating from pre-schoolers to pre-scholars.  
Our programs in include:
    -Infant
    -Young Preschool (Toddlers & Two's)
    -Preschool
    - Kindergarten
    -Before & After School</p>",1120 W 69th St,Chicago,IL,60621,(773) 488-2222,http://www.buildingblocksla.com,6 weeks to 12 years,TRUE,TRUE,"Full Week, Part Week, Full Day, Half Day",,"Offers Home Visiting, Community Based, Head Start",,Accepts CCAP,None,licensed,Licensed,41.768718,-87.652732,"{'latitude': '41.768718', 'longitude': '-87.652732'}",17,21559,66,410,2
13,1.0,586,Burnham Elementary Inclusive Academy,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",9928 S Crandon Ave,Chicago,IL,60617,(773) 535-6350,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609821,3 years to 5 years,FALSE,TRUE,"Full Week, Half Day",,CPS Based,,,None,gold,Gold,41.7147677,-87.5670391,"{'latitude': '41.7147677', 'longitude': '-87.5670391'}",43,21202,48,252,37
14,1.0,587,Burnside Elementary Scholastic Academy,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",650 E 91st Pl,Chicago,IL,60619,(773) 535-3300,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609827,3 years to 5 years,FALSE,TRUE,"Full Week, Half Day",,CPS Based,,,None,silver,Silver,41.728843,-87.608291,"{'latitude': '41.728843', 'longitude': '-87.608291'}",31,21546,40,430,35
44,1.0,231,Busy Bees Child Development Center,"<p>Easter Seals Metropolitan Chicago is proud to offer comprehensive Head Start/Early Head Start services in partnership with Busy Bees.  Through this partnership, Busy Bees offers high quality early childhood education in a safe, licensed child care facility dedicated to supporting families and helping children reach their full potential.  Our program adheres to strict guidelines on performance, quality, and service delivery.</p>",3155 S Shields Ave,Chicago,IL,60616,(312) 326-0200,,8 weeks to 13 years,TRUE,TRUE,"Full Week, Part Week, Full Day, Half Day",,"Community Based, Head Start",,Accepts CCAP,Awards of Excellence,licensed,Licensed,41.836618,-87.63526,"{'latitude': '41.836618', 'longitude': '-87.63526'}",26,21194,35,376,48
15,1.0,591,Calmeca Academy of Fine Arts and Dual Language,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3456 W 38th St,Chicago,IL,60632,(773) 535-7000,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610353,3 years to 5 years,FALSE,TRUE,"Full Week, Half Day",,CPS Based,,,None,gold,Gold,41.82432,-87.71075,"{'latitude': '41.82432', 'longitude': '-87.71075'}",29,22248,55,612,1
45,1.0,746,Carl von Linne Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3221 N Sacramento Ave,Chicago,IL,60618,(773) 534-5262,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610039,3 years to 5 years,FALSE,TRUE,"Full Week, Half Day",,"CPS Based, Head Start",,,None,gold,Gold,41.940253,-87.70258,"{'latitude': '41.940253', 'longitude': '-87.70258'}",2,21538,22,425,20
1,0.7811188175802519,481,Carole Robertson Center for Learning - 19th Street,"<p>Programs offered at this location include: Infant Toddler Development Program, ages 0-3 Early Childhood Education Program, ages 3-5 School Age Program, ages 6-12 Youth Alternatives Program, ages 12-18 Family Home Child Care Network Adult Learning Institute Community Partners</p>",2929 W 19th St,Chicago,IL,60623,(312) 243-7300,http://www.crcl.net,6 weeks to 12 years,TRUE,TRUE,None,,"Offers Home Visiting, Community Based, Head Start, Early Head Start",,Accepts CCAP,NAEYC,gold,Gold,41.855473,-87.699635,"{'latitude': '41.855473', 'longitude': '-87.699635'}",36,21569,32,201,14
1,0.7878485561082361,233,Carole Robertson Center for Learning - Ogden,"<p>In 2001, the Carole Robertson Center opened its North Lawndale site. This new facility expanded the capacity of the North Lawndale community to provide quality center-based child development programming and community development activities. Programs offered at this location include: Infant Toddler Development Program, ages 0-3 Early Childhood Education Program, ages 3-5 School Age Program, ages 6-12</p>",3701 W Ogden Ave,Chicago,IL,60623,(312) 243-7300,http://www.crcl.net,6 weeks to 12 years,TRUE,TRUE,None,,"Community Based, Head Start, Early Head Start",,Accepts CCAP,"Awards of Excellence, NAEYC",gold,Gold,41.853138,-87.718254,"{'latitude': '41.853138', 'longitude': '-87.718254'}",36,21569,30,157,14
1,0.9170003362055271,232,Carole Robertson Center for Learning - Roosevelt,"<p>The Carole Robertson Center for Learning is dedicated to nurturing, supporting, and strengthening family life through quality child, youth, and family development programs.  The Center serves Chicago families and facilitates community advocacy on child and family issues.  Current programs operate from three sites on Chicago's west side and include center-based and home-based child development programs for children from birth through five years of age. Parents are engaged and supported through parent education, social services, leadership development, adult education, and support activities.</p>",2020 W Roosevelt Rd,Chicago,IL,60608,(312) 243-7300,http://www.crcl.net,0 years to 5 years,TRUE,TRUE,"Full Week, Full Day, Half Day",,"Offers Home Visiting, Community Based, Head Start, Early Head Start",,Accepts CCAP,NAEYC,licensed,Licensed,41.866809,-87.67697,"{'latitude': '41.866809', 'longitude': '-87.67697'}",48,21184,29,5,46
11,1.0,569,Carrie Jacobs Bond Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",7050 S May St,Chicago,IL,60621,(773) 535-3480,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610238,3 years to 5 years,FALSE,TRUE,"Full Week, Full Day",,"CPS Based, Head Start",,,None,silver,Silver,41.765743,-87.65377,"{'latitude': '41.765743', 'longitude': '-87.65377'}",17,22257,66,410,32
18,1.0,597,Carroll-Rosenwald Specialty Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",2601 W 80th St,Chicago,IL,60652,(773) 535-9414,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609839,3 years to 5 years,FALSE,TRUE,"Full Week, Half Day",,CPS Based,,,None,licensed,Licensed,41.7477465,-87.6877825,"{'latitude': '41.7477465', 'longitude': '-87.6877825'}",6,4300,69,243,30
