,Cluster ID,confidence_score,Id,Site Name,Description,Address,City,State,ZIP,Phone Number,URL,Ages Served,Ages 0-3,Ages 3-5,Weekday Availability,Duration/Hours,Program Information,Languages other than English,Other Features,Accreditation,Quality,Quality Rating,Latitude,Longitude,Location,Historical Wards 2003-2015,Zip Codes,Community Areas,Census Tracts,Wards
58,251,1.0,616,Christopher Columbus Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",1003 N Leavitt St,Chicago,IL,60622,(773) 534-4350,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609863,3 years to 5 years,False,True,"Full Week, Half Day",,CPS Based,,,,gold,Gold,41.899544,-87.682029,"{'latitude': '41.899544', 'longitude': '-87.682029'}",16.0,21560,25.0,476.0,11.0
316,252,1.0,617,John W Cook Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",8150 S Bishop St,Chicago,IL,60620,(773) 535-3315,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609864,3 years to 5 years,False,True,"Full Week, Full Day",,CPS Based,,,,gold,Gold,41.74523,-87.659851,"{'latitude': '41.74523', 'longitude': '-87.659851'}",18.0,21554,70.0,558.0,13.0
474,253,1.0,618,Peter Cooper Elementary Dual Language Academy,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",1624 W 19th St,Chicago,IL,60608,(773) 534-7205,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609867,3 years to 5 years,False,True,"Full Week, Full Day",,"CPS Based, Head Start",,,,gold,Gold,41.855985,-87.66644,"{'latitude': '41.855985', 'longitude': '-87.66644'}",8.0,14920,33.0,343.0,26.0
79,254,1.0,619,Daniel J Corkery Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",2510 S Kildare Ave,Chicago,IL,60623,(773) 534-1650,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609870,3 years to 5 years,False,True,"Full Week, Full Day",,"CPS Based, Head Start",,,,silver,Silver,41.845515,-87.73109,"{'latitude': '41.845515', 'longitude': '-87.73109'}",14.0,21569,32.0,205.0,28.0
405,255,1.0,620,Mary E Courtenay Elementary Language Arts Center,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",4425 N Magnolia Ave,Chicago,IL,60613,(773) 534-5790,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610355,3 years to 5 years,False,True,"Full Week, Full Day",,CPS Based,,,,licensed,Licensed,41.9625323,-87.6609552,"{'latitude': '41.9625323', 'longitude': '-87.6609552'}",37.0,22616,31.0,611.0,39.0
74,256,1.0,621,Crown Community Academy of Fine Arts Center ES,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",2128 S Saint Louis Ave,Chicago,IL,60623,(773) 534-1680,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609873,3 years to 5 years,False,True,"Full Week, Full Day",,"CPS Based, Head Start",,,,gold,Gold,41.852671,-87.712363,"{'latitude': '41.852671', 'longitude': '-87.712363'}",36.0,21569,30.0,157.0,14.0
470,257,1.0,622,Paul Cuffe Math-Science Technology Academy ES,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",8324 S Racine Ave,Chicago,IL,60620,(773) 535-8250,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610003,3 years to 5 years,False,True,"Full Week, Full Day",,CPS Based,,,,gold,Gold,41.742446,-87.653755,"{'latitude': '41.742446', 'longitude': '-87.653755'}",18.0,21554,70.0,531.0,13.0
200,258,1.0,624,George W Curtis Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",32 E 115th St,Chicago,IL,60628,(773) 535-5050,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609900,3 years to 5 years,False,True,"Full Week, Full Day",,"CPS Based, Head Start",,,,gold,Gold,41.685352,-87.622209,"{'latitude': '41.685352', 'longitude': '-87.622209'}",30.0,21861,45.0,253.0,43.0
489,259,1.0,625,Richard J Daley Elementary Academy,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",5024 S Wolcott Ave,Chicago,IL,60609,(773) 535-9091,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610239,3 years to 5 years,False,True,"Full Week, Half Day",,"CPS Based, Head Start",,,,gold,Gold,41.802184,-87.672112,"{'latitude': '41.802184', 'longitude': '-87.672112'}",19.0,14924,59.0,709.0,4.0
21,260,1.0,626,Charles R Darwin Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3116 W Belden Ave,Chicago,IL,60647,(773) 534-4110,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609875,3 years to 5 years,False,True,"Full Week, Half Day",,CPS Based,,,,gold,Gold,41.92325,-87.705389,"{'latitude': '41.92325', 'longitude': '-87.705389'}",10.0,22535,23.0,371.0,40.0
433,261,1.0,627,Nathan S Davis Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3014 W 39th Pl,Chicago,IL,60632,(773) 535-4540,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609876,3 years to 5 years,False,True,"Full Week, Full Day, Half Day",,"CPS Based, Head Start",,,,silver,Silver,41.821785,-87.699922,"{'latitude': '41.821785', 'longitude': '-87.699922'}",49.0,22248,55.0,196.0,1.0
15,262,1.0,628,Charles Gates Dawes Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3810 W 81st Pl,Chicago,IL,60652,(773) 535-2350,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609879,3 years to 5 years,False,True,"Full Week, Half Day",,CPS Based,,,,gold,Gold,41.745017,-87.717154,"{'latitude': '41.745017', 'longitude': '-87.717154'}",6.0,4300,69.0,199.0,30.0
321,263,1.0,629,Jose De Diego Elementary Community Academy,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",1313 N Claremont Ave,Chicago,IL,60622,(773) 534-4451,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610313,3 years to 5 years,False,True,"Full Week, Full Day",,CPS Based,,,,gold,Gold,41.905173,-87.685842,"{'latitude': '41.905173', 'longitude': '-87.685842'}",24.0,21560,25.0,516.0,41.0
322,264,1.0,630,Josefa Ortiz De Dominguez Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3000 S Lawndale Ave,Chicago,IL,60623,(773) 534-1600,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609950,3 years to 5 years,False,True,"Full Week, Half Day",,CPS Based,,,,gold,Gold,41.838295,-87.717307,"{'latitude': '41.838295', 'longitude': '-87.717307'}",14.0,21569,32.0,234.0,28.0
461,265,1.0,631,Oscar DePriest Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",139 S Parkside Ave,Chicago,IL,60644,(773) 534-6800,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610367,3 years to 5 years,False,True,"Full Week, Full Day",,"CPS Based, Head Start",,,,gold,Gold,41.877941,-87.765608,"{'latitude': '41.877941', 'longitude': '-87.765608'}",52.0,22216,26.0,67.0,7.0
24,266,1.0,632,Charles S Deneen Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",7240 S Wabash Ave,Chicago,IL,60619,(773) 535-3035,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609883,3 years to 5 years,False,True,"Full Week, Half Day",,CPS Based,,,,gold,Gold,41.762424,-87.624028,"{'latitude': '41.762424', 'longitude': '-87.624028'}",31.0,21546,67.0,474.0,32.0
496,267,1.0,633,Robert Nathaniel Dett Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",2131 W Monroe St,Chicago,IL,60612,(773) 534-7160,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610252,3 years to 5 years,False,True,"Full Week, Full Day, Half Day",,"CPS Based, Head Start",,,,gold,Gold,41.879696,-87.680586,"{'latitude': '41.879696', 'longitude': '-87.680586'}",48.0,21184,29.0,89.0,46.0
578,268,1.0,634,William E Dever Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3436 N Osceola Ave,Chicago,IL,60634,(773) 534-3090,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609884,3 years to 5 years,False,True,"Full Week, Half Day",,CPS Based,,,,gold,Gold,41.942197,-87.813014,"{'latitude': '41.942197', 'longitude': '-87.813014'}",39.0,22254,17.0,458.0,19.0
84,269,1.0,635,Dewey Elementary Academy of Fine Arts,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",638 W 54th Pl,Chicago,IL,60609,(773) 535-1666,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609885,3 years to 5 years,False,True,"Full Week, Full Day",,CPS Based,,,,licensed,Licensed,41.7952795,-87.6417428,"{'latitude': '41.7952795', 'longitude': '-87.6417428'}",12.0,14924,59.0,84.0,4.0
143,270,1.0,636,Everett McKinley Dirksen Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",8300 W Addison Chicago IL ,Chicago,IL,60634,(773) 534-1090,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609874,3 years to 5 years,False,True,"Full Week, Full Day, Half Day",,CPS Based,,,,gold,Gold,41.94503837,-87.83418392,"{'latitude': '41.945038366208', 'longitude': '-87.834183915284'}",39.0,22254,17.0,445.0,19.0
561,271,1.0,637,Walt Disney Magnet Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",4140 N Marine Dr,Chicago,IL,60613,(773) 534-5840,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610363,3 years to 5 years,False,True,"Full Week, Half Day",,CPS Based,,,,gold,Gold,41.957077,-87.646151,"{'latitude': '41.957077', 'longitude': '-87.646151'}",37.0,21186,31.0,636.0,39.0
560,272,1.0,638,Walt Disney II Magnet School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3815 N Kedvale Ave,Chicago,IL,60641,(773) 534-3750,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610515,3 years to 5 years,False,True,"Full Week, Half Day",,CPS Based,,,,gold,Gold,41.950079,-87.730652,"{'latitude': '41.950079', 'longitude': '-87.730652'}",25.0,22618,16.0,295.0,50.0
408,273,1.0,640,Mary Mapes Dodge Elementary Renaissance Academy,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",431 N Troy St,Chicago,IL,60612,(773) 534-6640,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609888,3 to 5,False,True,"Full Week, Full Day",,"CPS Based, Head Start",,,,gold,Gold,41.8890389,-87.704657,"{'latitude': '41.8890389', 'longitude': '-87.704657'}",41.0,21184,24.0,177.0,46.0
277,274,1.0,641,James R Doolittle Jr Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",535 E 35th st,Chicago,IL,60616,(773) 535-1040,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609891,3 years to 5 years,False,True,"Full Week, Full Day",,"CPS Based, Head Start",,,,gold,Gold,41.8311181,-87.6128428,"{'latitude': '41.8311181', 'longitude': '-87.6128428'}",1.0,21194,1.0,561.0,10.0
296,275,1.0,642,John C Dore Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",6108 S Natoma Ave,Chicago,IL,60638,(773) 535-2080,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609893,3 years to 5 years,False,True,"Full Week, Half Day",,CPS Based,,,,silver,Silver,41.780505,-87.787485,"{'latitude': '41.780505', 'longitude': '-87.787485'}",35.0,22268,62.0,335.0,15.0
293,276,1.0,643,John B Drake Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",2710 S Dearborn St,Chicago,IL,60616,(773) 534-9129,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609894,3 years to 5 years,False,True,"Full Week, Full Day",,"CPS Based, Head Start",,,,gold,Gold,41.8441791,-87.62886,"{'latitude': '41.8441791', 'longitude': '-87.62886'}",12.0,21194,1.0,377.0,9.0
577,277,1.0,644,William E B Dubois Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",330 E 133rd St,Chicago,IL,60827,(773) 535-5582,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610364,3 years to 5 years,False,True,"Full Week, Full Day",,CPS Based,,,,silver,Silver,41.653657,-87.614006,"{'latitude': '41.653657', 'longitude': '-87.614006'}",30.0,4460,51.0,10.0,43.0
300,278,1.0,645,John Foster Dulles Elementary School of Excellence,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",6311 S Calumet Ave,Chicago,IL,60637,(773) 535-0690,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610263,3 years to 5 years,False,True,"Full Week, Full Day, Half Day",,"CPS Based, Head Start",,,,licensed,Licensed,41.779802,-87.617237,"{'latitude': '41.779802', 'longitude': '-87.617237'}",53.0,22260,67.0,122.0,4.0
93,279,1.0,646,Dunne Technology Academy,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",10845 S Union Ave,Chicago,IL,60628,(773) 535-5517,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610188,3 years to 5 years,False,True,"Full Week, Half Day",,CPS Based,,,,silver,Silver,41.697025,-87.640089,"{'latitude': '41.697025', 'longitude': '-87.640089'}",45.0,21861,45.0,525.0,22.0
94,280,1.0,647,Durkin Park Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",8445 S Kolin Ave,Chicago,IL,60652,(773) 535-2322,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610352,3 years to 5 years,False,True,"Full Week, Half Day",,CPS Based,,,,silver,Silver,41.739375,-87.730062,"{'latitude': '41.739375', 'longitude': '-87.730062'}",6.0,4300,69.0,197.0,30.0
95,281,1.0,648,Dvorak Technology Academy,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3615 W 16th St,Chicago,IL,60623,(773) 534-1690,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610254,3 years to 5 years,False,True,"Full Week, Full Day",,"CPS Based, Head Start",,,,silver,Silver,41.858946,-87.715805,"{'latitude': '41.858946', 'longitude': '-87.715805'}",36.0,21569,30.0,800.0,14.0
26,282,1.0,649,Charles W Earle Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",2040 W 62nd St,Chicago,IL,60636,(773) 535-9130,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609897,3 years to 5 years,False,True,"Full Week, Full Day, Half Day",,CPS Based,,,,gold,Gold,41.7811501,-87.67534,"{'latitude': '41.7811501', 'longitude': '-87.67534'}",44.0,22257,65.0,274.0,2.0
106,283,1.0,652,Edison Park Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",6220 N Olcott Ave,Chicago,IL,60631,(773) 534-0960,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610523,3 years to 5 years,False,True,"Full Week, Half Day",,CPS Based,,,,gold,Gold,41.994198,-87.813682,"{'latitude': '41.994198', 'longitude': '-87.813682'}",34.0,22243,36.0,733.0,29.0
487,284,1.0,653,Richard Edwards Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",4950 S Laporte Ave,Chicago,IL,60632,(773) 535-4875,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609903,3 years to 5 years,False,True,"Full Week, Full Day, Half Day",,CPS Based,,,,licensed,Licensed,41.802295,-87.7466989,"{'latitude': '41.802295', 'longitude': '-87.7466989'}",35.0,22268,53.0,605.0,28.0
113,285,1.0,654,Edward K Ellington Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",243 N Parkside Ave,Chicago,IL,60644,(773) 534-6361,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609904,3 years to 5 years,False,True,"Full Week, Full Day, Half Day",,"CPS Based, Head Start",,,,gold,Gold,41.885478,-87.766678,"{'latitude': '41.885478', 'longitude': '-87.766678'}",52.0,22216,26.0,618.0,7.0
358,286,1.0,655,Leif Ericson Elementary Scholastic Academy,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3600 W 5th Ave,Chicago,IL,60624,(773) 534-6660,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609907,3 years to 5 years,False,True,"Full Week, Full Day",,"CPS Based, Head Start",,,,gold,Gold,41.875895,-87.716014,"{'latitude': '41.875895', 'longitude': '-87.716014'}",11.0,21572,28.0,704.0,23.0
142,287,1.0,656,Esmond Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",1865 W Montvale Ave,Chicago,IL,60643,(773) 535-2650,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609908,3 years to 5 years,False,True,"Full Week, Full Day",,"CPS Based, Head Start",,,,gold,Gold,41.689107,-87.669517,"{'latitude': '41.689107', 'longitude': '-87.669517'}",33.0,22212,74.0,378.0,42.0
111,288,1.0,657,Edward Everett Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3419 S Bell Ave,Chicago,IL,60608,(773) 535-4550,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609909,3 years to 5 years,False,True,"Full Week, Full Day, Half Day",,"CPS Based, Head Start",,,,silver,Silver,41.83175,-87.681279,"{'latitude': '41.83175', 'longitude': '-87.681279'}",26.0,14920,56.0,2.0,1.0
412,289,1.0,658,Medgar Evers Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",9811 S Lowe Ave,Chicago,IL,60628,(773) 535-2565,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610362,3 years to 5 years,False,True,"Full Week, Full Day",,CPS Based,,,,gold,Gold,41.715237,-87.639398,"{'latitude': '41.715237', 'longitude': '-87.639398'}",18.0,21861,72.0,593.0,22.0
145,290,1.0,659,Fairfield Elementary Academy,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",6201 S Fairfield Ave,Chicago,IL,60629,(773) 535-9500,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610057,3 years to 5 years,False,True,"Full Week, Half Day",,CPS Based,,,,gold,Gold,41.780933,-87.692196,"{'latitude': '41.780933', 'longitude': '-87.692196'}",44.0,21867,64.0,111.0,2.0
351,291,1.0,660,Laughlin Falconer Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",4632 W Diversey Ave,Chicago,IL,60641,(773) 534-3560,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609910,3 years to 5 years,False,True,"Full Week, Half Day",,CPS Based,,,,licensed,Licensed,41.931604,-87.742552,"{'latitude': '41.931604', 'longitude': '-87.742552'}",7.0,22615,19.0,460.0,17.0
419,292,1.0,661,Michael Faraday Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",3250 W Monroe St,Chicago,IL,60624,(773) 534-6670,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610055,03-May,False,True,"Full Week, Full Day",,CPS Based,,,,licensed,Licensed,41.87966,-87.706081,"{'latitude': '41.87966', 'longitude': '-87.706081'}",11.0,21572,28.0,765.0,23.0
269,293,1.0,662,James B Farnsworth Elementary School,"<p>Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old, particularly those most in need, have access to high-quality programs. Schools are committed to creating an engaging, developmentally appropriate learning environment that supports and respects the unique potential of each individual child through best professional practices, parent engagement, and community involvement.</p>",5414 N Linder Ave,Chicago,IL,60630,(773) 534-3535,http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609912,3 years to 5 years,False,True,"Full Week, Half Day",,CPS Based,,,,gold,Gold,41.979588,-87.765978,"{'latitude': '41.979588', 'longitude': '-87.765978'}",20.0,21869,11.0,128.0,50.0
